Drug,Indication,Total Women Reports,Total Men Reports,Percentage Women Reports,Percentage Men Reports,Percentage Serious Women Reports,Percentage Serious Men Reports,NCT Numbers,Num Studies,Total females in studies,Total males in studies,Female proportion in studies,Male proportion in studies,Most relevant studies,Number of participants in most relevant studies,Number of female participants in most relevant studies,Number of male participants in most relevant studies,Proportion of females in most relevant studies,Proportion of males in most relevant studies,Prevalence Men,Prevalence Women,Prevalence Both Genders
INTERFERON BETA-1B,MULTIPLE SCLEROSIS,14032,4230,76.84,23.16,93.29,95.48,"['NCT01076595', 'NCT00928967', 'NCT00459667', 'NCT02486640', 'NCT02121444', 'NCT00298662', 'NCT02652091', 'NCT00787657', 'NCT00902135', 'NCT02749396', 'NCT02474134', 'NCT03347370', 'NCT01491100', 'NCT01144052', 'NCT01111656', 'NCT01701856', 'NCT00370071', 'NCT03408093', 'NCT00185211', 'NCT03577977', 'NCT00099502', 'NCT01436838', 'NCT00780455', 'NCT01235455', 'NCT01706055', 'NCT02247310', 'NCT00313976', 'NCT03134573', 'NCT01354665', 'NCT01766063', 'NCT00206635', 'NCT01414816', 'NCT00893217', 'NCT01031459', 'NCT00544037', 'NCT03177083', 'NCT00882453', 'NCT00963833', 'NCT01184833']",39.0,2652.0,1191.0,69.01,30.99,"['NCT00459667', 'NCT00185211', 'NCT00370071']",3797,2632,1165,69.31788253884645,30.682117461153545,0.1394736842105263,0.35947368421052633,0.2510526315789474
NATALIZUMAB,MULTIPLE SCLEROSIS,14376,4147,77.61,22.39,83.69,74.34,"['NCT00559702', 'NCT05762003', 'NCT01485003', 'NCT00818038', 'NCT01070823', 'NCT00942214', 'NCT01416181', 'NCT02775110', 'NCT04225312', 'NCT00276172', 'NCT02342704', 'NCT02325440', 'NCT02769689', 'NCT01065727', 'NCT02159573', 'NCT00536120', 'NCT01405820', 'NCT01455220', 'NCT00030966', 'NCT03516526', 'NCT04777539', 'NCT05532163', 'NCT01884935', 'NCT05925049', 'NCT04832399', 'NCT04964700', 'NCT01144052', 'NCT00297232', 'NCT02241785', 'NCT02677077', 'NCT04048577', 'NCT01591551', 'NCT00744679', 'NCT05701423', 'NCT01416155', 'NCT00884481', 'NCT04580381', 'NCT03689972', 'NCT01440101', 'NCT00306592', 'NCT02142192', 'NCT00871780', 'NCT00097760', 'NCT05304520', 'NCT02386566', 'NCT01077466', 'NCT01943526', 'NCT05177718', 'NCT01070836', 'NCT05688436', 'NCT00027300', 'NCT02137109', 'NCT00424788', 'NCT05627271', 'NCT00516893', 'NCT05265728', 'NCT03500328', 'NCT01071083', 'NCT01058005', 'NCT05236777', 'NCT03046251']",61.0,5044.0,2340.0,68.31,31.69,"['NCT01416181', 'NCT03689972', 'NCT00297232']",4040,2689,1351,66.55940594059406,33.440594059405946,0.1394736842105263,0.35947368421052633,0.2510526315789474
METHYLPREDNISOLONE,MULTIPLE SCLEROSIS,616,289,68.07,31.93,98.54,100.0,"['NCT01039103', 'NCT03342638', 'NCT00947895', 'NCT03387046', 'NCT04832269', 'NCT02769689', 'NCT06223074', 'NCT00492466', 'NCT04548999', 'NCT01305837', 'NCT00037115', 'NCT04688788', 'NCT00017628', 'NCT01986998', 'NCT01049451', 'NCT00241254', 'NCT00984984', 'NCT03368664', 'NCT04979650', 'NCT02784210', 'NCT00000146', 'NCT00753792', 'NCT02205489', 'NCT02583594', 'NCT01838174', 'NCT00168766', 'NCT05232825', 'NCT02048358', 'NCT00493116', 'NCT00112034', 'NCT00764413', 'NCT04544436', 'NCT03674099', 'NCT02545959', 'NCT01710228', 'NCT01071083', 'NCT00418145', 'NCT00000147']",38.0,376.0,152.0,71.21,28.79,"['NCT01071083', 'NCT03342638', 'NCT03368664']",498,360,138,72.28915662650603,27.710843373493976,0.1394736842105263,0.35947368421052633,0.2510526315789474
ARBACLOFEN,MULTIPLE SCLEROSIS,93,87,51.67,48.33,96.77,94.25,"['NCT03290131', 'NCT02869425', 'NCT01743651', 'NCT01359566', 'NCT03319732', 'NCT01844232']",6.0,828.0,567.0,59.35,40.65,"['NCT03290131', 'NCT03319732']",1395,828,567,59.354838709677416,40.64516129032258,0.1394736842105263,0.35947368421052633,0.2510526315789474
VITAMIN D3,MULTIPLE SCLEROSIS,335,29,92.03,7.97,100.0,100.0,"['NCT01490502', 'NCT01005095', 'NCT00644904', 'NCT01667796', 'NCT01753375', 'NCT05340985', 'NCT02696590', 'NCT03610139', 'NCT00940719', 'NCT01198132']",10.0,554.0,162.0,77.37,22.63,"['NCT01490502', 'NCT01198132', 'NCT01667796']",716,554,162,77.37430167597765,22.62569832402235,0.1394736842105263,0.35947368421052633,0.2510526315789474
PREDNISONE,MULTIPLE SCLEROSIS,24,18,57.14,42.86,100.0,66.67,"['NCT00014755', 'NCT01411514', 'NCT00716066', 'NCT00288626', 'NCT03424733', 'NCT02784210', 'NCT00000146', 'NCT00000147', 'NCT00203047']",9.0,632.0,208.0,75.24,24.76,"['NCT00203047', 'NCT00288626']",840,632,208,75.23809523809524,24.761904761904763,0.1394736842105263,0.35947368421052633,0.2510526315789474
FINGOLIMOD,MULTIPLE SCLEROSIS,16369,4556,78.23,21.77,93.54,94.49,"['NCT02939079', 'NCT05762003', 'NCT05123703', 'NCT01420055', 'NCT05423769', 'NCT05141669', 'NCT01216072', 'NCT04676204', 'NCT02342704', 'NCT01317004', 'NCT01499667', 'NCT02325440', 'NCT01534182', 'NCT01281657', 'NCT01578330', 'NCT01892722', 'NCT03257358', 'NCT01623596', 'NCT00340834', 'NCT06408259', 'NCT02720107', 'NCT01755871', 'NCT02232061', 'NCT01199861', 'NCT02373098', 'NCT04480853', 'NCT01285479', 'NCT05516303', 'NCT01436643', 'NCT01633112', 'NCT01621269', 'NCT01941004', 'NCT01333501', 'NCT03345940', 'NCT01497262', 'NCT01442194', 'NCT01310166', 'NCT00355134', 'NCT02193217', 'NCT04926818', 'NCT01705236', 'NCT05688436', 'NCT00670449', 'NCT04667949', 'NCT00662649', 'NCT01201356', 'NCT00289978', 'NCT03500328', 'NCT01498887']",49.0,14770.0,5954.0,71.27,28.73,"['NCT01201356', 'NCT00289978', 'NCT01633112']",8797,6295,2502,71.558485847448,28.441514152552006,0.1394736842105263,0.35947368421052633,0.2510526315789474
BACLOFEN,MULTIPLE SCLEROSIS,2,12,14.29,85.71,100.0,100.0,"['NCT03290131', 'NCT02869425', 'NCT01743651', 'NCT00914290', 'NCT01359566', 'NCT00488839', 'NCT03319732', 'NCT01844232']",8.0,828.0,567.0,59.35,40.65,"['NCT03290131', 'NCT03319732']",1395,828,567,59.354838709677416,40.64516129032258,0.1394736842105263,0.35947368421052633,0.2510526315789474
RITUXIMAB,MULTIPLE SCLEROSIS,6098,1305,82.37,17.63,97.15,77.01,"['NCT02253264', 'NCT05762003', 'NCT03315923', 'NCT05834855', 'NCT05758831', 'NCT04640818', 'NCT05482542', 'NCT01719159', 'NCT03979456', 'NCT04688788', 'NCT05078177', 'NCT01569451', 'NCT04121403', 'NCT02746744', 'NCT00087529', 'NCT01212094', 'NCT03193866', 'NCT04578639', 'NCT02040116', 'NCT02980042', 'NCT02545959', 'NCT00097188', 'NCT03500328']",23.0,855.0,634.0,57.42,42.58,"['NCT00087529', 'NCT02980042', 'NCT01569451']",1384,802,582,57.94797687861272,42.052023121387286,0.1394736842105263,0.35947368421052633,0.2510526315789474
DALFAMPRIDINE,MULTIPLE SCLEROSIS,5222,2276,69.65,30.35,39.35,45.78,"['NCT01328379', 'NCT05859802', 'NCT05730738', 'NCT01356940', 'NCT01337986', 'NCT01444300', 'NCT02259361', 'NCT01535664', 'NCT02006160', 'NCT06136728', 'NCT02391961']",11.0,1398.0,622.0,69.21,30.79,"['NCT01328379', 'NCT01356940', 'NCT02006160']",1838,1296,542,70.5114254624592,29.488574537540806,0.1394736842105263,0.35947368421052633,0.2510526315789474
DIMETHYL FUMARATE,MULTIPLE SCLEROSIS,10013,2327,81.14,18.86,74.13,67.3,"['NCT02736279', 'NCT02686684', 'NCT05762003', 'NCT02472938', 'NCT02419638', 'NCT01838668', 'NCT04676204', 'NCT02125604', 'NCT02471560', 'NCT02159573', 'NCT02428231', 'NCT02090348', 'NCT03870763', 'NCT02959658', 'NCT02519413', 'NCT02090413', 'NCT02675413', 'NCT05767736', 'NCT02097849', 'NCT02901106', 'NCT02555215', 'NCT01156311', 'NCT05658497', 'NCT05658484', 'NCT01930708', 'NCT02579681', 'NCT05417269', 'NCT02323269', 'NCT02461069', 'NCT02969304', 'NCT01911767', 'NCT03345940', 'NCT02746744', 'NCT03092544', 'NCT04221191', 'NCT01903291', 'NCT02525874', 'NCT04468165', 'NCT03093324', 'NCT02428218', 'NCT05811949', 'NCT04570670', 'NCT00835770', 'NCT02343159', 'NCT02410200', 'NCT02430532', 'NCT02410278', 'NCT02644083', 'NCT02047097', 'NCT02283853', 'NCT04756687']",51.0,4199.0,1770.0,70.35,29.65,"['NCT00835770', 'NCT03093324', 'NCT02525874']",4698,3309,1389,70.43422733077905,29.565772669220948,0.1394736842105263,0.35947368421052633,0.2510526315789474
TERIFLUNOMIDE,MULTIPLE SCLEROSIS,8452,1945,81.29,18.71,96.19,92.34,"['NCT03561402', 'NCT05762003', 'NCT02587195', 'NCT00811395', 'NCT00751881', 'NCT01970410', 'NCT04676204', 'NCT02425644', 'NCT00489489', 'NCT02046629', 'NCT04410991', 'NCT00475865', 'NCT03464448', 'NCT04338022', 'NCT03856619', 'NCT00803049', 'NCT03122652', 'NCT01863888', 'NCT03198351', 'NCT02201108', 'NCT04586023', 'NCT01252355', 'NCT05156281', 'NCT04586010', 'NCT05385744', 'NCT01403376', 'NCT06141473', 'NCT02490982', 'NCT05147220', 'NCT04410965', 'NCT03277248', 'NCT00228163', 'NCT00134563', 'NCT01895335', 'NCT01487096', 'NCT02792218', 'NCT04129736', 'NCT00622700', 'NCT00883337', 'NCT04410978', 'NCT03500328', 'NCT04338061', 'NCT03277261', 'NCT04056897', 'NCT06372145']",45.0,11440.0,5156.0,68.93,31.07,"['NCT00751881', 'NCT02425644', 'NCT00134563']",6776,4698,2078,69.33293978748523,30.66706021251476,0.1394736842105263,0.35947368421052633,0.2510526315789474
OCRELIZUMAB,MULTIPLE SCLEROSIS,33118,12098,73.24,26.76,96.77,97.36,"['NCT05131984', 'NCT04650321', 'NCT03593590', 'NCT05762003', 'NCT05123703', 'NCT03853746', 'NCT03025269', 'NCT05266469', 'NCT05269004', 'NCT05999604', 'NCT05208840', 'NCT03344094', 'NCT03606460', 'NCT05758831', 'NCT04877457', 'NCT05974839', 'NCT01247324', 'NCT04387734', 'NCT04855617', 'NCT04640818', 'NCT04544449', 'NCT04548999', 'NCT01194570', 'NCT03562975', 'NCT03477500', 'NCT00676715', 'NCT02637856', 'NCT04688788', 'NCT05296161', 'NCT03589105', 'NCT04767698', 'NCT03784547', 'NCT03691077', 'NCT04998851', 'NCT05210621', 'NCT04261790', 'NCT04966338', 'NCT04466150', 'NCT04377555', 'NCT04676555', 'NCT02861014', 'NCT03085810', 'NCT04387110', 'NCT04998812', 'NCT03873389', 'NCT05285891', 'NCT04075266', 'NCT05232825', 'NCT04578639', 'NCT03523858', 'NCT04544436', 'NCT05688436', 'NCT06121349', 'NCT03972306', 'NCT02980042', 'NCT05081700', 'NCT05974852', 'NCT02807285', 'NCT02688985', 'NCT04459988', 'NCT04458688', 'NCT05627271', 'NCT03500328', 'NCT04874597', 'NCT04971005', 'NCT04035005', 'NCT03599245', 'NCT01412333']",68.0,4822.0,2760.0,63.6,36.4,"['NCT01412333', 'NCT01247324', 'NCT01194570']",4776,2908,1868,60.88777219430486,39.11222780569514,0.1394736842105263,0.35947368421052633,0.2510526315789474
ALEMTUZUMAB,MULTIPLE SCLEROSIS,35766,7780,82.13,17.87,98.62,98.03,"['NCT05762003', 'NCT03774914', 'NCT03250169', 'NCT04633967', 'NCT03193086', 'NCT01333358', 'NCT01679041', 'NCT03135249', 'NCT03477500', 'NCT02255656', 'NCT02419378', 'NCT00050778', 'NCT01712945', 'NCT00930553', 'NCT03806387', 'NCT03368664', 'NCT06310343', 'NCT01624714', 'NCT02205489', 'NCT02583594', 'NCT04082260', 'NCT00530348', 'NCT02529839', 'NCT01395316', 'NCT05688436', 'NCT03500328', 'NCT04971005', 'NCT00548405']",28.0,3781.0,2016.0,65.22,34.78,"['NCT00548405', 'NCT00930553', 'NCT00530348']",4036,2651,1385,65.68384539147671,34.31615460852329,0.1394736842105263,0.35947368421052633,0.2510526315789474
CLADRIBINE,MULTIPLE SCLEROSIS,1660,433,79.31,20.69,82.65,92.61,"['NCT03933202', 'NCT05762003', 'NCT04676204', 'NCT03745144', 'NCT05961644', 'NCT00938366', 'NCT00213135', 'NCT04640818', 'NCT03477500', 'NCT04934800', 'NCT00725985', 'NCT04121403', 'NCT04550455', 'NCT05902429', 'NCT04695080', 'NCT00436826', 'NCT03963375', 'NCT00641537', 'NCT03933215', 'NCT03500328', 'NCT04178005']",21.0,3942.0,1962.0,66.77,33.23,"['NCT00213135', 'NCT00641537', 'NCT00725985']",5496,3658,1838,66.55749636098982,33.44250363901019,0.1394736842105263,0.35947368421052633,0.2510526315789474
SIPONIMOD,MULTIPLE SCLEROSIS,3104,1561,66.54,33.46,81.54,84.69,"['NCT05376579', 'NCT04895202', 'NCT04540861', 'NCT03623243', 'NCT04926818', 'NCT05688436', 'NCT04933552', 'NCT03500328']",8.0,137.0,48.0,74.05,25.95,['NCT03623243'],185,137,48,74.05405405405405,25.945945945945947,0.1394736842105263,0.35947368421052633,0.2510526315789474
OFATUMUMAB,MULTIPLE SCLEROSIS,172,17,91.01,8.99,95.35,100.0,"['NCT05762003', 'NCT03650114', 'NCT05266469', 'NCT05171972', 'NCT05285904', 'NCT04353492', 'NCT04510220', 'NCT06157086', 'NCT06251986', 'NCT04667117', 'NCT05566756', 'NCT05776888', 'NCT05090371', 'NCT05090033', 'NCT05414487', 'NCT05084638', 'NCT04676555', 'NCT03249714', 'NCT05344469', 'NCT06345157', 'NCT03560739', 'NCT05809986', 'NCT04869358', 'NCT04847596', 'NCT04486716', 'NCT01457924', 'NCT04926818', 'NCT02792218', 'NCT05688436', 'NCT06121349', 'NCT06167642', 'NCT04788615', 'NCT05199571', 'NCT05627271', 'NCT04878211', 'NCT03500328', 'NCT00640328']",37.0,2170.0,966.0,69.2,30.8,"['NCT02792218', 'NCT03560739', 'NCT01457924']",2884,1978,906,68.58529819694868,31.41470180305132,0.1394736842105263,0.35947368421052633,0.2510526315789474
GLATIRAMER ACETATE,MULTIPLE SCLEROSIS,555,115,82.84,17.16,99.64,100.0,"['NCT03209479', 'NCT05762003', 'NCT03315923', 'NCT00819195', 'NCT00811395', 'NCT00202995', 'NCT00203112', 'NCT00203073', 'NCT01534182', 'NCT00202982', 'NCT00475865', 'NCT04928313', 'NCT00819000', 'NCT00240032', 'NCT01578785', 'NCT00039988', 'NCT04079088', 'NCT00398528', 'NCT01569451', 'NCT00451451', 'NCT00211887', 'NCT00337779', 'NCT00203021', 'NCT01067521', 'NCT03368664', 'NCT01633112', 'NCT05344469', 'NCT01167426', 'NCT00666224', 'NCT01404117', 'NCT00267319', 'NCT05688436', 'NCT00939549', 'NCT00203099', 'NCT00947752', 'NCT00239993', 'NCT04878211', 'NCT03500328', 'NCT01071083', 'NCT01058005', 'NCT00910598', 'NCT00331747', 'NCT00203047', 'NCT01489254']",44.0,12884.0,5010.0,72.0,28.0,"['NCT00451451', 'NCT01067521', 'NCT00337779']",7952,5550,2402,69.79376257545272,30.20623742454728,0.1394736842105263,0.35947368421052633,0.2510526315789474
CHOLECALCIFEROL,MULTIPLE SCLEROSIS,23,23,50.0,50.0,13.04,100.0,"['NCT01024777', 'NCT00785473', 'NCT01198132', 'NCT02096133']",4.0,178.0,80.0,68.99,31.01,['NCT01198132'],258,178,80,68.9922480620155,31.00775193798449,0.1394736842105263,0.35947368421052633,0.2510526315789474
CYCLOPHOSPHAMIDE,MULTIPLE SCLEROSIS,0,21,0.0,100.0,-1.0,100.0,"['NCT03342638', 'NCT00014755', 'NCT00040482', 'NCT01679041', 'NCT05482542', 'NCT03477500', 'NCT00017628', 'NCT00241254', 'NCT06220201', 'NCT04561557', 'NCT02529839', 'NCT00939549', 'NCT06451159', 'NCT00296205']",14.0,86.0,46.0,65.15,34.85,['NCT03342638'],132,86,46,65.15151515151516,34.84848484848485,0.1394736842105263,0.35947368421052633,0.2510526315789474
INTERFERON-BETA,MULTIPLE SCLEROSIS,27,0,100.0,0.0,100.0,-1.0,"['NCT00151801', 'NCT00468182', 'NCT00492466', 'NCT04356339', 'NCT00490906', 'NCT02903537', 'NCT01171209', 'NCT04079088', 'NCT01158183', 'NCT01252355', 'NCT00492765', 'NCT00168766', 'NCT00436826', 'NCT00110396', 'NCT00493116', 'NCT01404117', 'NCT04289675', 'NCT00493077']",18.0,1130.0,542.0,67.58,32.42,"['NCT01252355', 'NCT00436826', 'NCT00110396']",1672,1130,542,67.58373205741627,32.41626794258373,0.1394736842105263,0.35947368421052633,0.2510526315789474
CITALOPRAM,MULTIPLE SCLEROSIS,70,56,55.56,44.44,100.0,100.0,"['NCT00151294', 'NCT01436643', 'NCT00965497']",3.0,96.0,22.0,81.36,18.64,"['NCT01436643', 'NCT00965497']",118,96,22,81.35593220338984,18.64406779661017,0.1394736842105263,0.35947368421052633,0.2510526315789474
OZANIMOD,MULTIPLE SCLEROSIS,32,37,46.38,53.62,71.88,100.0,"['NCT05777902', 'NCT04676204', 'NCT02294058', 'NCT02047734', 'NCT06133049', 'NCT06408259', 'NCT01628393', 'NCT06334094', 'NCT05688436', 'NCT05319093', 'NCT03500328']",11.0,3914.0,1920.0,67.09,32.91,"['NCT02294058', 'NCT02047734', 'NCT01628393']",5834,3914,1920,67.08947548851559,32.910524511484404,0.1394736842105263,0.35947368421052633,0.2510526315789474
PRAMIPEXOLE,PARKINSON'S,491,962,33.79,66.21,94.3,94.49,"['NCT03329508', 'NCT01048229', 'NCT01968460', 'NCT02347059', 'NCT01470859', 'NCT00666653', 'NCT01007864', 'NCT00903838', 'NCT04275492', 'NCT01673724']",10.0,478.0,966.0,33.1,66.9,"['NCT03329508', 'NCT01968460', 'NCT01470859']",1444,478,966,33.10249307479224,66.89750692520776,0.5211111111111112,0.33666666666666667,0.41833333333333333
ENTACAPONE,PARKINSON'S,258,57,81.9,18.1,98.45,64.91,"['NCT00219284', 'NCT02096601', 'NCT01568073', 'NCT00134966', 'NCT00143026', 'NCT00237263', 'NCT00601978', 'NCT01070628', 'NCT00200447', 'NCT00373087', 'NCT00099268', 'NCT00125567', 'NCT02170376', 'NCT02554734', 'NCT00642356', 'NCT00391898', 'NCT00491998']",17.0,1526.0,2258.0,40.33,59.67,"['NCT00099268', 'NCT01568073', 'NCT00219284']",3408,1338,2070,39.26056338028169,60.73943661971831,0.5211111111111112,0.33666666666666667,0.41833333333333333
RIVASTIGMINE,PARKINSON'S,14,48,22.58,77.42,71.43,25.0,"['NCT00623103', 'NCT01856738', 'NCT01519271', 'NCT00767091']",4.0,382.0,840.0,31.26,68.74,"['NCT00623103', 'NCT01519271']",1222,382,840,31.26022913256956,68.73977086743044,0.5211111111111112,0.33666666666666667,0.41833333333333333
AMANTADINE,PARKINSON'S,309,154,66.74,33.26,99.68,99.35,"['NCT00794313', 'NCT02153632', 'NCT02153645', 'NCT01313845', 'NCT01071395', 'NCT01397422', 'NCT01652534', 'NCT01313819', 'NCT01789047']",9.0,335.0,504.0,39.93,60.07,"['NCT02153632', 'NCT02153645', 'NCT01397422']",610,262,348,42.950819672131146,57.04918032786885,0.5211111111111112,0.33666666666666667,0.41833333333333333
RASAGILINE,PARKINSON'S,35,66,34.65,65.35,88.57,57.58,"['NCT01055379', 'NCT00203138', 'NCT03329508', 'NCT00256204', 'NCT01048229', 'NCT01968460', 'NCT02789020', 'NCT01556165', 'NCT00203125', 'NCT03727139', 'NCT01168596', 'NCT00203034', 'NCT01497652', 'NCT00696215', 'NCT02278588', 'NCT01723228', 'NCT01178047', 'NCT01049984', 'NCT00203164', 'NCT00203060', 'NCT00936676', 'NCT00755027', 'NCT01879748', 'NCT01007630', 'NCT01032486', 'NCT01652313', 'NCT01382342', 'NCT00203177', 'NCT00399477']",29.0,2361.0,3826.0,38.16,61.84,"['NCT00256204', 'NCT03329508', 'NCT03727139']",4397,1781,2616,40.50488969752104,59.49511030247896,0.5211111111111112,0.33666666666666667,0.41833333333333333
LEVODOPA,PARKINSON'S,0,44,0.0,100.0,-1.0,100.0,"['NCT00219284', 'NCT01003002', 'NCT06037590', 'NCT00505843', 'NCT02577523', 'NCT02169414', 'NCT01351168', 'NCT00360568', 'NCT00153972', 'NCT05435729', 'NCT01283594', 'NCT01736176', 'NCT01479127', 'NCT00660673', 'NCT01568073', 'NCT00134966', 'NCT00143026', 'NCT00590122', 'NCT00914134', 'NCT02605434', 'NCT01960842', 'NCT04380142', 'NCT02847442', 'NCT02486432', 'NCT00558337', 'NCT00406588', 'NCT00601978', 'NCT01070628', 'NCT01883505', 'NCT01568047', 'NCT00006077', 'NCT00660387', 'NCT01725802', 'NCT02480803', 'NCT01227655', 'NCT02799381', 'NCT00099268', 'NCT00125567', 'NCT01528592', 'NCT02549092', 'NCT00357994', 'NCT02778594', 'NCT00086294', 'NCT02170376', 'NCT04778176', 'NCT02615873', 'NCT00009048', 'NCT02764125', 'NCT01617135', 'NCT00013624', 'NCT02554734', 'NCT01568034', 'NCT00141518', 'NCT03119636', 'NCT02312232', 'NCT00006337', 'NCT00642356', 'NCT03205956', 'NCT01026428', 'NCT00692328', 'NCT00391898', 'NCT00399477', 'NCT00918177', 'NCT00335153', 'NCT00460954', 'NCT00004733']",66.0,2858.0,3926.0,42.13,57.87,"['NCT00099268', 'NCT01568073', 'NCT01227655']",3504,1532,1972,43.72146118721461,56.278538812785385,0.5211111111111112,0.33666666666666667,0.41833333333333333
ROPINIROLE,PARKINSON'S,45,187,19.4,80.6,46.67,91.44,"['NCT00674310', 'NCT00363727', 'NCT01628926', 'NCT00632736', 'NCT00673088', 'NCT01007864', 'NCT00260793']",7.0,646.0,601.0,51.8,48.2,"['NCT01628926', 'NCT00632736']",1247,646,601,51.804330392943065,48.195669607056935,0.5211111111111112,0.33666666666666667,0.41833333333333333
TOPIRAMATE,PARKINSON'S,30,0,100.0,0.0,100.0,-1.0,"['NCT00794313', 'NCT00296959', 'NCT01789047']",3.0,31.0,56.0,35.63,64.37,"['NCT01789047', 'NCT00794313']",87,31,56,35.63218390804598,64.36781609195403,0.5211111111111112,0.33666666666666667,0.41833333333333333
ROTIGOTINE,PARKINSON'S,114,222,33.93,66.07,83.33,97.75,"['NCT00594464', 'NCT04455555', 'NCT01646255', 'NCT00501969', 'NCT01646268', 'NCT02230904', 'NCT00296192', 'NCT02100176', 'NCT00292227', 'NCT01519882', 'NCT00594165', 'NCT01711866', 'NCT00594386', 'NCT00474058', 'NCT01338896', 'NCT00599196', 'NCT01744496', 'NCT01300819', 'NCT00519532', 'NCT01536015', 'NCT00243945', 'NCT00522379', 'NCT00242008', 'NCT01723904', 'NCT01523301', 'NCT01964573', 'NCT02103465', 'NCT01782222', 'NCT00593606', 'NCT02728947', 'NCT00505687']",31.0,2824.0,4435.0,38.9,61.1,"['NCT00522379', 'NCT01523301', 'NCT01300819']",2486,1052,1434,42.31697506033789,57.68302493966211,0.5211111111111112,0.33666666666666667,0.41833333333333333
APOMORPHINE,PARKINSON'S,17,82,17.17,82.83,100.0,100.0,"['NCT02339064', 'NCT00610103', 'NCT02702076', 'NCT00346827', 'NCT03391882', 'NCT02688465', 'NCT02230930', 'NCT01504178', 'NCT02006121', 'NCT00472355', 'NCT00524914', 'NCT00758368', 'NCT02864004', 'NCT05331573']",14.0,146.0,288.0,33.64,66.36,"['NCT03391882', 'NCT02006121']",434,146,288,33.6405529953917,66.3594470046083,0.5211111111111112,0.33666666666666667,0.41833333333333333
CARBIDOPA,PARKINSON'S,13,5,72.22,27.78,100.0,100.0,"['NCT00219284', 'NCT00914602', 'NCT00505843', 'NCT02577523', 'NCT02169414', 'NCT00360568', 'NCT01736176', 'NCT01479127', 'NCT00660673', 'NCT01568073', 'NCT00134966', 'NCT00143026', 'NCT00590122', 'NCT01766258', 'NCT02605434', 'NCT01960842', 'NCT04380142', 'NCT02486432', 'NCT01229332', 'NCT00558337', 'NCT00601978', 'NCT01070628', 'NCT01883505', 'NCT01568047', 'NCT00200447', 'NCT00660387', 'NCT01725802', 'NCT01296464', 'NCT02480803', 'NCT01227655', 'NCT02799381', 'NCT00099268', 'NCT00125567', 'NCT01528592', 'NCT02549092', 'NCT00357994', 'NCT02170376', 'NCT04778176', 'NCT02615873', 'NCT01617135', 'NCT02554734', 'NCT01568034', 'NCT00141518', 'NCT01171313', 'NCT02312232', 'NCT03541356', 'NCT00642356', 'NCT01399905', 'NCT00391898', 'NCT00918177', 'NCT00335153', 'NCT00460954']",52.0,2892.0,3984.0,42.06,57.94,"['NCT00099268', 'NCT01568073', 'NCT01227655']",3504,1532,1972,43.72146118721461,56.278538812785385,0.5211111111111112,0.33666666666666667,0.41833333333333333
SODIUM,PARKINSON'S,0,50,0.0,100.0,-1.0,100.0,"['NCT01313845', 'NCT02111122', 'NCT00623363', 'NCT04730245']",4.0,12.0,38.0,24.0,76.0,['NCT00623363'],50,12,38,24.0,76.0,0.5211111111111112,0.33666666666666667,0.41833333333333333
